rngRun,flow,nStations,distance,linksNumber,loss,jitter,latency,throughput,rxBytes,txBytes,rxPackets,txPackets,timeFirstRxPacket,timeFirstTxPacket,timeLastRxPacket,timeLastTxPacket,jitterSum,delaySum,dataRate,scenario,switchAuxPhy
407457,1,1,0,2,0.00226677,0.00013238,0.000816823,60.0002,943698912,943720304,617604,617618,1.00275,1.00275,121,121,81.7582,504.473,60,C,0
407457,1,1,0,2,0.00161912,0.000131475,0.000819002,60.0003,943705024,943720304,617608,617618,1.00223,1.00223,121,121,81.1997,505.822,60,D,0
407457,1,1,0,1,0.0105475,8.70764e-05,0.000661889,70.0001,1100887328,1101003456,720476,720552,1.01267,1.01267,121,121,62.7364,476.875,70,A,0
407457,1,1,0,3,0.00566693,0.000132866,0.000802213,60.0003,943666824,943720304,617583,617618,1.00706,1.00706,121,121,82.0559,495.433,60,E,0
407457,1,1,0,2,0.00222052,0.00010131,0.00100998,70,1100979008,1101003456,720536,720552,1.00275,1.00275,121,121,72.9974,727.726,70,C,0
407457,1,1,0,2,0.00208174,0.000100491,0.00101137,69.9999,1100980536,1101003456,720537,720552,1.00223,1.00223,121,121,72.4072,728.728,70,D,0
407457,1,1,0,1,0.0108076,6.545e-05,0.000887767,80.0002,1258159784,1258295776,823403,823492,1.01267,1.01267,121,121,53.8916,730.99,80,A,0
407457,1,1,0,3,0.00582886,0.000102172,0.00099498,70.0001,1100939280,1101003456,720510,720552,1.00706,1.00706,121,121,73.6162,716.893,70,E,0
407457,1,1,0,2,0.00279298,7.23203e-05,0.00131788,80,1258260632,1258295776,823469,823492,1.00275,1.00275,121,121,59.5534,1085.23,80,C,0
407457,1,1,0,2,0.00242868,7.14293e-05,0.00131921,79.9999,1258265216,1258295776,823472,823492,1.00223,1.00223,121,121,58.82,1086.33,80,D,0
407457,1,1,0,1,0.01101,4.381e-05,0.00132334,89.9998,1415424600,1415580456,926325,926427,1.01267,1.01267,121,121,40.5822,1225.85,90,A,0
407457,1,1,0,3,0.00643601,7.24087e-05,0.00130052,80.0001,1258214792,1258295776,823439,823492,1.00703,1.00703,121,121,59.6241,1070.9,80,E,0
407457,1,1,0,2,0.00345413,4.7526e-05,0.00185814,89.9995,1415531560,1415580456,926395,926427,1.00275,1.00275,120.999,120.999,44.0278,1721.38,90,C,0
407457,1,1,0,2,0.00291442,4.7035e-05,0.00184757,89.9992,1415539200,1415580456,926400,926427,1.00223,1.00223,121,121,43.5732,1711.59,90,D,0
407457,1,1,0,1,0.0120463,2.43424e-05,0.0024813,99.9987,1572677192,1572866664,1029239,1029363,1.01267,1.01267,121,121,25.0541,2553.85,100,A,0
407457,1,1,0,3,0.00658444,4.75394e-05,0.00182532,89.9996,1415487248,1415580456,926366,926427,1.00703,1.00703,121,121,44.0389,1690.92,90,E,0
