rngRun,flow,nStations,distance,linksNumber,loss,jitter,latency,throughput,rxBytes,txBytes,rxPackets,txPackets,timeFirstRxPacket,timeFirstTxPacket,timeLastRxPacket,timeLastTxPacket,jitterSum,delaySum,rateAdaptationManager
407457,2,1,5,3,4.71739,2.00153e-05,0.15626,121.024,1903307360,1997539120,1245620,1307290,1.01501,1.01501,121,121,24.9314,194640,ns3::IdealWifiManager
407457,1,1,7,2,16.5861,3.79868e-05,0.834101,105.94,1666224408,1997539120,1090461,1307290,1.00538,1.00538,121,121,41.4231,909555,ns3::IdealWifiManager
407457,2,1,7,2,4.44645,1.94434e-05,0.144669,121.364,1908719536,1997539120,1249162,1307290,1.01049,1.01049,121,121,24.2879,180715,ns3::IdealWifiManager
407457,1,1,9,1,59.1219,0.000263365,1.52723,51.9211,816555560,1997539120,534395,1307290,1.00943,1.00943,120.996,120.996,140.741,816142,ns3::IdealWifiManager
407457,2,1,9,1,58.6078,0.000257397,1.51209,52.5938,826825248,1997539120,541116,1307290,1.0584,1.0584,121,121,139.281,818215,ns3::IdealWifiManager
407457,1,1,7,3,16.6366,3.81488e-05,0.834744,105.878,1665217456,1997539120,1089802,1307290,1.00738,1.00738,121,121,41.5746,909706,ns3::IdealWifiManager
407457,2,1,7,3,4.71739,2.00153e-05,0.15626,121.024,1903307360,1997539120,1245620,1307290,1.01501,1.01501,121,121,24.9314,194640,ns3::IdealWifiManager
407457,1,1,11,1,62.0386,0.000296427,1.60585,48.2149,758294448,1997539120,496266,1307290,1.00944,1.00944,121,121,147.106,796927,ns3::IdealWifiManager
407457,2,1,11,1,61.5766,0.00029068,1.59186,48.8271,767522040,1997539120,502305,1307290,1.06194,1.06194,120.99,120.99,146.01,799597,ns3::IdealWifiManager
407457,1,1,9,2,24.4959,6.13601e-05,0.995219,95.8962,1508224624,1997539120,987058,1307290,1.00539,1.00539,120.998,120.998,60.566,982339,ns3::IdealWifiManager
407457,2,1,9,2,13.2606,2.70464e-05,0.790398,110.169,1732652680,1997539120,1133935,1307290,1.0105,1.0105,121,121,30.6688,896260,ns3::IdealWifiManager
407457,1,1,9,3,24.5238,6.14521e-05,0.995632,95.8608,1507666904,1997539120,986693,1307290,1.00741,1.00741,121,121,60.6343,982383,ns3::IdealWifiManager
