rngRun,flow,nStations,distance,linksNumber,loss,jitter,latency,throughput,rxBytes,txBytes,rxPackets,txPackets,timeFirstRxPacket,timeFirstTxPacket,timeLastRxPacket,timeLastTxPacket,jitterSum,delaySum,rateAdaptationManager,scenario,MLOn
407456,3,1,1,3,44.8459,0.000184391,1.41809,59.0162,928220272,1682959064,607474,1101413,1.003,1.003,121,121,112.012,861450,ns3::ThompsonSamplingWifiManager,E,6
407456,4,1,1,3,44.7798,0.000184428,1.40696,59.1025,929334184,1682959064,608203,1101413,1.03301,1.03301,120.998,120.998,112.169,855717,ns3::ThompsonSamplingWifiManager,E,6
407456,5,1,1,3,44.98,0.000185777,1.40575,58.8769,925963416,1682959064,605997,1101413,1.01156,1.01156,121,121,112.58,851879,ns3::ThompsonSamplingWifiManager,E,6
407456,6,1,1,3,44.9021,0.000184964,1.39908,58.9858,927274440,1682959064,606855,1101413,1.06359,1.06359,121,121,112.246,849040,ns3::ThompsonSamplingWifiManager,E,6
407457,1,1,1,2,78.5848,0.000802752,2.5232,22.9188,360409360,1682959064,235870,1101413,1.02348,1.02348,121,121,189.344,595147,ns3::ThompsonSamplingWifiManager,C,0
407457,2,1,1,2,78.8839,0.000812547,2.55286,22.6041,355374600,1682959064,232575,1101413,1.04818,1.04818,120.995,120.995,188.977,593732,ns3::ThompsonSamplingWifiManager,C,0
407457,3,1,1,2,78.8732,0.000814995,2.55333,22.6129,355554904,1682959064,232693,1101413,1.02083,1.02083,120.982,120.982,189.643,594143,ns3::ThompsonSamplingWifiManager,C,0
407457,4,1,1,2,78.6625,0.000804845,2.53786,22.8402,359101392,1682959064,235014,1101413,1.04814,1.04814,121,121,189.149,596434,ns3::ThompsonSamplingWifiManager,C,0
407457,5,1,1,2,78.7335,0.000807408,2.53758,22.7616,357906496,1682959064,234232,1101413,1.03388,1.03388,121,121,189.12,594383,ns3::ThompsonSamplingWifiManager,C,0
407457,6,1,1,2,78.5361,0.000798297,2.5241,22.9718,361228368,1682959064,236406,1101413,1.0152,1.0152,120.986,120.986,188.722,596713,ns3::ThompsonSamplingWifiManager,C,0
407457,1,1,1,2,78.752,0.000807109,2.53707,22.7482,357594784,1682959064,234028,1101413,1.06782,1.06782,121,121,188.885,593746,ns3::ThompsonSamplingWifiManager,D,0
407457,2,1,1,2,78.6589,0.000804276,2.53194,22.8496,359162512,1682959064,235054,1101413,1.06784,1.06784,120.991,120.991,189.047,595143,ns3::ThompsonSamplingWifiManager,D,0
407457,3,1,1,2,78.8449,0.000812195,2.55043,22.6398,356031640,1682959064,233005,1101413,1.02038,1.02038,121,121,189.245,594262,ns3::ThompsonSamplingWifiManager,D,0
407457,4,1,1,2,78.7632,0.00080992,2.54168,22.7272,357406840,1682959064,233905,1101413,1.02034,1.02034,121,121,189.444,594511,ns3::ThompsonSamplingWifiManager,D,0
